Num,Team Name,Team Members,Score,Entries
1164,radnado,radnado,0.74098,3
1165,JohnYoung,JohnYoung,0.7497,1
1166,Denn,Denn,0.75527,1
1167,hunufracle,hunufracle,0.76457,3
1168,aurelian,aurelian,0.77284,5
1169,freebrady,freebrady,0.77566,1
1170,HannesKoenig,HannesKoenig,0.79957,3
1171,datascience-krk,LukaszCmielowskidatascience-krkUmit Mert Cakmak,0.81591,1
1172,Smorgaskag,FinnCatlingGerard CardosoJoshua CooperAndreasG,0.81751,2
1173,Pramod Patil,Pramod Patil,0.8212,3
1174,Fionnán Alt,Fionnán Alt,0.82369,3
1175,KyleMills,KM,0.82604,3
1176,Joyce,Joyce Cahoon,0.84179,1
1177,YoungZion,YoungZion,0.86794,1
1178,Gaurav Singh Dangi,Gaurav Singh Dangi,0.87222,7
1179,LV,vivek yadavLiang Sun,0.88121,4
1180,waskita adijarto,waskita adijarto,0.88239,85
1181,Africanov,Africanov,0.88687,3
1182,sazerac,madTrinieige1123xxamot,0.89965,1
1183,alert,alert,0.90559,6
1184,juneno,juneno,0.91983,1
1185,seyab,seyab,0.93122,2
1186,Mo Patel,Mo Patel,0.93623,1
1187,Shiraz S K,Shiraz S K,0.94687,1
1188,vitaliistartedtolearn,vitaliistartedtolearn,0.9584,1
1189,Tarek Allam Jr.,Tarek Allam Jr.,0.96175,1
1190,zhangjinjin,zhangjinjin,0.96398,1
1191,Dufan Wu,Dufan Wu,0.97201,1
1192,Vinicius Carvalho,Vinicius Carvalho,0.99884,1
1193,????????? ???????,????????? ???????,1.00879,15
1194,Emmanuel Malikides,Emmanuel Malikides,1.02197,1
1195,HoliBoy,HoliBoy,1.02221,5
1196,Alan Hu,Alan Hu,1.02668,3
1197,Ong Xuan Hong,Ong Xuan Hong,1.04614,2
1198,TOOK,wanwanbeen,1.05242,1
1199,JiayinLyu,JiayinLyu,1.05544,1
1200,Wenbo,Wen,1.0666,1
1201,jrisk123,jrisk123,1.07712,1
1202,??????,??????,1.13154,3
1203,Ted,Ted,1.14658,1
1204,ThanhHoai Hoang,ThanhHoai Hoang,1.15992,12
1205,gnoses,Lion,1.24348,4
1206,kelcy,kelcy,1.29606,4
1207,Andre Grobbelaar,Andre Grobbelaar,1.33289,3
1208,yaogq,yaogq,1.34535,3
1209,Sam Sheffres,Sam Sheffres,1.70372,4
1210,wmorrill,wmorrill,1.90905,1
1211,NishantNikhil,NishantNikhil,1.98931,1
1212,guangliang2016,guangliang2016,2.59834,2
1213,UIH,Jasper,2.77291,1
1214,meyoung,meyoung,3.17901,1
1215,moonsky,moonsky,5.08952,1
1216,bhavicka,bhavicka,5.25185,2
1217,sudeeps,sudeeps,9.94298,1
1218,Henri Vanderwater,Henri Vanderwater,9.94298,3
1219,Jeff Herman,Jeff Herman,9.94298,1
1220,ShwetkamalMishra,ShwetkamalMishra,9.94298,2
1221,Adam Raveret,Adam Raveret,9.94298,1
1222,Rahul,Rahul,9.94298,2
1223,Lancet-digger,myelinjiericzhangbuaa,9.94298,1
1224,Chipicito,Chipicito,9.94298,1
1225,Kotobotov,Kotobotov,9.94298,2
1226,ThomasMartin,ThomasMartin,9.94298,1
1227,ZoliFekete,ZoliFekete,9.94298,2
1228,TimJoseph,TimJoseph,9.94298,1
1229,It_Always_Depends,ChloePontMartin SimanjuntakReturn42matthewwilfred,9.94298,2
1230,WenbingSong,WenbingSong,9.94298,10
1231,Shiyu Li,Shiyu Li,9.94298,2
1232,BUAA2017,Michael Ma,9.94298,1
1233,Hailong Bai,Hailong Bai,9.94298,5
1234,Lemon,ErikaFille,9.94298,2
1235,PhillipChin,PhillipChin,10.46631,2
1236,Jack,Jack,10.81522,1
1237,eXDee,XD,11.16409,7
1238,ahallo,ahallo,11.51298,1
1239,Convergenzia,J. Arroyo,11.8619,2
1240,Caleb,Caleb,12.73416,1
1241,5Sig,RobSmithBayesGeezerScienceRazaRizviHPhi,12.8677,2
1242,Du_Ki_Bo,Du_Ki_Bo,12.90852,6
1243,ZVision,ZVision,12.91673,1
1244,zhangxiaoya,zhangxiaoya,13.43192,3
1245,Alexey Turuta,Alexey Turuta,13.60632,1
1246,Kalypso Digital,Hugo León,13.95523,1
1247,Ronan Roue,Ronan Roue,14.12965,1
1248,??louhaha,??louhaha,15.17633,1
1249,??????? ??????,Aleksey Onishchuk,15.17637,3
1250,kpboom,Kevin Boomhouwer,15.35081,1
1251,evgenii.makarov,evgenii.makarov,16.39745,1
1252,msh,msh,17.61854,1
1253,Mateusz Jab?o?ski,Mateusz Jab?o?ski,17.84223,1
1254,Hector,Hector,20.06071,1
1255,791702141,791702141,24.42192,23
1256,t201308010414,t201308010414,24.42192,24
1257,elsa zhu,elsa zhu,24.42192,18
1258,Elsa,Elsa,24.42192,12
1259,nicoleHNU,nicoleHNU,24.42192,21
1260,dtw_2017,dtw_2017,24.42192,23
1261,wnzn,wnzn,24.42192,16
1262,yangmengdi,yangmengdi,24.42192,15
1263,ccc12345,ccc12345,24.42192,11
1264,wojiaoyangmengdi,wojiaoyangmengdi,24.42192,12
1265,hongwenjie,hongwenjie,24.42192,12
1266,emilyhnu,emilyhnu,24.42192,9
1267,cc20,cc20,24.59636,2
